Name,playerid,WAR1,WAR2,WAR3,WAR4,WAR5,WAR6,WAR7,WAR8
Joe Saunders,4366,1.0,1.4,2.2,1.0,1.2,0.3,2.0,0.5
Bob McClure,1008400,1.4,-0.5,-0.1,0.6,0.8,0.9,1.6,0.2
Billy O'Dell,1009724,2.9,2.9,6.4,2.6,-0.2,0.6,0.7,-0.8
Brandon McCarthy,4662,0.5,0.0,1.1,1.0,4.5,1.9,1.6,2.6
John Axford,9059,1.6,1.5,-0.1,-0.5,-0.4,0.8,0.3,0.2
Mark Petkovsek,1010242,-0.5,1.8,0.0,-0.5,0.7,1.4,0.5,-0.6
Rick Rhoden,1010887,0.7,1.2,3.2,1.6,1.7,2.0,3.6,5.0
Andy Ashby,637,0.0,-0.4,0.1,3.2,3.3,1.8,3.8,3.2
Bob Wells,760,-0.4,0.6,0.1,-0.6,0.5,1.0,-0.5,0.0
Wade LeBlanc,5221,0.2,0.3,0.9,0.6,0.1,0.2,0.2,1.6
John Burkett,179,2.5,2.3,2.8,4.5,2.4,2.2,4.6,4.6
Shawn Camp,1855,0.2,0.2,0.4,-0.4,0.6,0.5,0.2,0.3
Jesse Chavez,5448,-0.1,-0.6,0.7,1.6,2.5,-0.2,0.0,1.3
Tom Burgmeier,1001668,-0.1,-0.1,0.5,0.6,-0.2,0.2,0.6,-0.3
Mike Krukow,1007185,2.7,1.7,2.3,2.9,2.1,3.8,2.0,1.4
Juan Marichal,1008106,1.6,2.3,1.7,6.7,6.4,6.8,6.3,3.7
John Montefusco,1009065,0.7,6.0,5.2,3.1,2.9,0.7,0.4,0.1
Tom Niedenfuer,1009578,1.3,1.1,0.3,2.8,-0.7,-0.5,-0.1,-0.5
Gary Nolan,1009616,5.3,2.3,1.7,3.2,4.9,2.9,3.0,2.7
Ivan Nova,1994,0.4,1.9,1.1,2.1,0.5,2.3,2.1,1.2
Jeremy Guthrie,2072,2.3,2.2,1.3,2.4,1.8,0.9,0.7,1.2
Paul Assenmacher,1000344,0.8,-0.2,1.1,1.6,1.4,2.2,0.7,0.5
Scott McGregor,1008546,1.2,3.5,2.8,4.9,2.4,1.9,3.7,2.1
Dave Rozema,1011273,3.2,3.1,0.8,1.2,1.1,1.7,0.9,0.5
Mike Leake,10130,0.7,1.3,1.2,2.3,2.4,1.6,2.4,3.0
Jamey Wright,715,1.0,0.6,1.5,1.0,1.8,0.8,-0.2,0.6
Mike Trombley,758,0.6,0.7,-0.4,0.4,1.7,1.0,-0.1,0.5
Madison Bumgarner,5524,1.7,4.3,2.6,3.5,3.6,5.0,4.3,1.6
Heathcliff Slocumb,1012069,0.1,-0.2,0.0,1.6,1.2,1.9,0.2,0.2
Hoyt Wilhelm,1013945,2.6,1.7,1.7,2.6,1.9,1.4,0.9,1.2
Zach Duke,3840,2.2,3.2,0.7,2.7,2.9,0.2,0.6,0.0
Stephen Strasburg,10131,2.3,4.0,3.2,4.5,3.4,3.9,5.8,2.3
Jack Aker,1000097,0.2,1.2,0.0,-0.7,-0.2,0.6,-0.1,0.3
Chuck McElroy,1008477,0.7,0.5,0.0,1.2,0.0,0.6,1.4,1.9
Jeff Robinson,1011072,2.1,1.4,1.0,1.4,0.6,0.3,-0.1,0.0
Jeff Shaw,1011823,-0.4,0.0,-0.3,0.4,0.3,1.2,2.3,1.2
Todd Worrell,1014259,0.3,2.0,0.8,0.1,0.9,0.0,0.8,1.4
Jimmy Haynes,329,0.0,1.1,1.7,1.0,1.4,1.7,2.1,-0.2
Roger Clemens,815,3.4,2.3,7.1,8.4,9.2,5.1,8.2,8.5
Ricky Bottalico,948,0.9,1.3,0.8,-0.6,0.1,-0.2,-0.2,0.8
James Baldwin,1064,2.5,2.9,1.8,1.3,1.4,1.2,0.3,-0.1
Jim Johnson,3656,1.0,0.3,1.3,1.3,0.9,-0.7,0.3,1.4
Jim Barr,1000606,0.2,1.9,2.5,3.3,2.7,3.6,3.1,2.1
Eddie Fisher,1004085,-0.4,2.2,1.0,0.4,0.5,0.6,0.1,0.2
Steve Hargan,1005356,0.9,4.7,4.2,0.4,0.7,1.8,-0.9,2.6
Eric Show,1011937,1.5,0.8,1.0,1.6,1.3,1.3,3.0,1.1
Carl Pavano,790,0.9,2.1,1.8,0.4,0.8,3.3,4.5,0.6
Dillon Gee,7396,0.3,0.3,1.6,2.1,0.4,0.2,-0.2,0.3
Ron Herbel,1005685,2.2,1.8,0.4,0.5,-0.6,0.3,-0.6,-0.5
Greg Minton,1008986,0.7,1.1,0.5,0.7,-0.4,-0.5,-0.7,-0.1
Edwin Nunez,1009658,0.1,0.3,0.7,0.1,0.2,0.0,-0.4,1.1
Fernando Valenzuela,1013327,4.9,6.1,4.2,5.2,5.4,6.2,2.3,-0.2
Bill Wegman,1013727,0.8,2.4,1.4,0.1,2.9,3.1,1.2,1.8
Steve Avery,1706,1.5,2.6,3.5,5.1,2.5,2.5,2.4,-0.1
Rick Porcello,2717,1.7,1.9,2.3,3.0,2.9,3.0,1.7,5.1
Paul Lindblad,1007614,0.8,0.3,0.2,0.2,-0.1,0.3,0.2,-0.3
Tom Murphy,1009376,1.3,2.7,0.0,0.6,0.8,1.5,0.3,0.1
Joey Hamilton,328,2.0,3.1,3.4,1.4,2.4,1.0,0.5,1.5
Curtis Leskanic,694,0.2,2.7,0.2,0.4,0.2,1.0,0.5,0.0
Aaron Fultz,1113,0.4,0.5,-0.1,0.2,0.1,0.6,0.8,0.3
Jerome Williams,1137,2.0,1.0,0.8,-0.3,0.3,0.9,0.3,0.3
Hector Carrasco,1240,0.4,1.0,0.1,0.5,0.5,0.7,0.4,0.6
Russ Springer,1652,-0.3,0.1,-0.3,0.9,0.9,0.4,0.4,-0.2
Jeff Samardzija,3254,-0.3,0.6,2.7,3.0,4.4,2.3,2.3,3.8
Doug Fister,9425,0.3,3.4,5.4,3.5,4.0,1.5,0.1,0.8
Don Hood,1005994,0.8,0.7,0.2,-0.3,1.5,0.7,0.4,0.6
Dave Hamilton,1005271,0.9,0.3,1.0,1.3,0.3,0.2,-0.7,0.9
Scott Kamieniecki,1006681,0.2,2.2,1.1,1.1,0.7,2.2,0.1,0.6
Jim Perry,1010213,1.4,1.0,1.9,1.5,0.6,1.7,2.9,1.8
Pete Richert,1010922,1.0,0.4,0.1,2.8,2.4,2.5,0.1,0.7
Mario Soto,1012289,-0.2,-0.1,3.1,3.3,7.4,4.5,2.5,3.1
Carlos Zambrano,305,1.1,4.7,4.7,4.2,3.9,2.8,2.8,3.8
Brian Fuentes,429,1.1,0.6,1.5,0.9,0.9,2.5,0.3,0.2
Scott Kazmir,4897,0.5,3.6,3.6,4.8,2.3,2.2,-1.0,2.5
Shaun Marcum,6204,0.3,1.1,1.6,3.6,2.7,1.2,1.6,-0.2
Tony Armas Jr.,761,1.0,3.6,1.2,0.5,-0.1,-0.4,0.9,0.0
Roy Halladay,1303,0.5,-0.3,4.0,6.8,7.0,2.8,3.8,5.1
Aaron Harang,1451,1.2,1.0,1.8,4.6,5.7,5.4,1.4,2.2
Dennis Cook,8,0.1,-0.4,0.0,0.0,0.2,0.2,1.5,0.7
Scott Erickson,137,0.8,3.2,1.9,3.3,2.2,3.4,3.6,4.7
Tim Wakefield,219,1.3,-0.5,2.6,1.0,1.8,1.6,0.7,-0.3
Matt Guerrier,2061,0.3,0.0,0.7,-0.7,0.1,0.1,0.8,0.2
Jeff Reardon,1010741,0.6,0.4,1.7,0.7,1.0,1.2,0.1,0.7
Bud Norris,9492,0.5,1.6,2.0,1.7,2.7,1.3,0.0,0.7
Bob Knepper,1007031,1.6,4.5,0.1,1.9,2.7,1.6,2.6,1.7
Denny McLain,1008603,0.6,4.0,0.9,1.1,7.2,7.0,0.0,0.1
Chris Hammond,92,1.2,1.2,2.2,1.2,2.4,-0.3,0.9,1.8
Brett Myers,962,-0.1,2.3,1.1,3.4,3.5,1.2,1.8,-0.5
Jeff Francis,4684,0.3,2.0,3.5,3.7,1.5,1.6,1.7,1.7
Gary Bell,1000806,1.4,1.7,0.2,0.6,-0.4,0.7,5.0,2.8
Skip Lockwood,1007696,0.6,2.5,1.7,2.0,-0.2,0.8,2.3,2.3
Paul Shuey,406,0.5,0.1,0.5,1.8,1.5,1.8,1.0,0.3
Brian Moehler,480,2.1,3.1,3.4,3.3,0.3,2.1,0.3,0.0
Ken Hill,1005827,1.8,1.0,2.1,3.2,2.6,2.3,1.4,5.6
Kevin Brown,642,3.1,2.4,1.5,6.3,4.4,3.4,4.5,6.7
Steve Reed,1053,-0.5,-0.1,1.7,0.3,-0.3,0.8,0.1,0.3
Salomon Torres,1628,-0.1,0.2,-0.4,0.7,0.2,0.3,1.3,0.3
Jered Weaver,4235,2.5,2.9,3.2,3.8,5.8,5.4,3.0,2.3
Justin Verlander,8700,2.8,3.7,3.2,8.5,6.6,6.5,6.9,4.8
Kirk McCaskill,1008382,2.2,5.6,0.3,2.6,3.2,2.4,1.3,2.7
Juan Pizarro,1010382,-0.2,3.9,3.9,4.7,3.9,0.9,-0.3,0.4
Doug Rau,1010717,0.5,0.4,2.3,4.8,1.9,4.3,1.9,0.7
Dan Plesac,1319,2.5,2.3,1.9,0.9,0.9,0.0,0.6,-0.2
Ken Dayley,1003097,0.2,1.0,2.0,1.0,1.3,0.8,0.5,0.5
Mark Guthrie,876,0.3,3.4,0.6,1.4,0.2,1.0,1.1,-1.0
Vicente Padilla,964,1.0,0.7,3.6,2.7,1.3,0.6,3.2,0.7
Shigetoshi Hasegawa,1082,0.7,0.4,-0.4,0.6,0.5,0.6,0.7,0.5
Kent Bottenfield,1001226,0.3,-0.8,0.5,-0.1,1.4,2.3,0.9,-0.5
Pete Harnisch,1005374,0.2,2.0,3.3,2.5,3.2,0.3,1.7,0.7
Tom Henke,1005649,1.1,3.5,3.3,1.0,3.5,1.5,1.7,0.6
Cal Koonce,1007101,1.6,0.1,0.7,1.4,0.4,1.1,0.2,-0.6
Claude Raymond,1010732,0.2,-1.4,0.8,2.0,0.3,-0.4,0.0,-0.2
Frank Tanana,1012818,3.6,7.2,6.0,5.8,2.8,1.3,3.5,1.2
Matt Morris,1172,4.6,2.1,0.9,6.1,4.2,2.8,1.1,2.7
Aaron Cook,1571,0.3,1.0,1.2,1.0,3.6,2.1,4.7,1.4
Clayton Richard,3551,0.7,1.5,2.2,0.6,0.3,-1.0,0.4,0.5
John Buzhardt,1001788,2.1,0.9,1.1,1.9,2.6,2.6,1.4,-1.0
Willie Hernandez,1005714,1.6,-0.4,0.0,0.8,1.4,1.4,3.2,1.7
Jeff Fassero,279,1.3,1.3,3.5,2.9,3.6,5.9,5.0,3.1
Mike Fetters,988,-0.1,-0.1,0.5,0.1,0.9,0.5,1.4,1.2
Ryan Franklin,1076,-0.1,1.4,1.0,1.3,0.9,-0.6,0.7,-0.4
Bob Moose,1009134,3.6,3.8,3.2,1.3,5.2,3.1,0.3,0.5
Jake Peavy,1051,1.7,0.8,4.1,5.4,4.4,6.7,3.7,2.7
Woody Williams,1190,0.2,0.5,0.3,0.9,1.4,1.3,1.5,1.9
Floyd Bannister,1000516,1.7,0.0,2.3,4.2,1.8,4.9,5.0,2.0
Oil Can Boyd,1001279,1.4,3.6,4.6,2.4,0.1,-0.3,0.2,2.2
Jose DeLeon,1003168,3.0,2.9,1.8,0.8,2.4,4.6,4.6,2.8
Rollie Fingers,1004051,0.2,1.6,1.0,1.5,2.4,3.3,2.2,4.1
Dave Goltz,1004818,1.2,1.4,2.4,4.0,3.3,6.0,4.4,4.6
Steve Rogers,1011138,2.6,4.4,4.2,4.8,7.0,3.7,4.2,4.0
Pete Vuckovich,1013461,0.5,2.2,4.3,3.0,2.5,2.0,2.4,0.1
Stan Williams,1014039,3.0,4.6,0.7,2.6,0.7,1.6,3.2,1.1
Jon Garland,232,0.4,0.3,2.2,1.7,1.9,3.5,3.6,3.5
Rick White,456,0.2,0.8,0.3,1.6,0.7,0.6,0.9,-0.2
Grant Balfour,718,0.3,2.3,0.7,1.2,0.5,1.6,0.6,-0.1
Jaime Navarro,1009465,1.8,2.1,3.1,4.0,2.4,1.0,3.3,3.2
John Wetteland,1013815,1.7,-0.1,1.3,3.4,1.4,1.7,1.2,1.6
Pat Hentgen,145,-0.3,2.2,3.5,2.5,6.0,3.8,0.7,1.9
Doug Drabek,1003473,1.5,2.7,2.4,2.5,4.2,3.9,4.8,4.1
Pat Mahomes,291,0.7,-0.3,-0.2,-1.0,-0.6,-0.1,-0.7,-0.6
Chuck Finley,384,0.5,0.7,2.4,3.8,4.8,2.9,1.3,5.1
Mark Clear,1002330,1.3,2.1,-0.5,0.8,-0.6,0.0,0.2,1.6
Jack Fisher,1004090,2.5,2.5,0.5,0.1,1.5,2.4,2.0,1.4
Bill Hands,1005303,1.2,1.6,3.1,6.5,6.4,3.7,3.8,1.9
Ken Johnson,1006477,0.8,0.6,4.5,4.1,2.9,3.9,2.3,1.9
Mickey Lolich,1007712,1.9,4.4,5.1,2.2,4.6,3.2,6.0,5.1
Chien-Ming Wang,2074,1.4,3.8,3.7,1.5,0.1,0.1,-0.4,-0.1
John Curtis,1002905,3.3,2.2,1.4,0.2,-0.3,0.0,0.5,0.8
Moe Drabowsky,1003474,0.4,-0.1,2.4,0.6,0.0,1.3,1.4,0.2
Kevin Gregg,1793,1.4,0.0,0.7,1.1,0.9,-0.3,0.8,-0.4
Dave LaPoint,1007338,1.8,1.9,3.0,2.4,-0.1,1.1,3.2,0.5
Randy Lerch,1007551,0.6,1.8,2.3,0.5,1.0,0.3,-0.3,0.4
Jason Johnson,147,0.2,1.0,-0.2,1.1,1.7,2.1,2.7,2.6
Bill Caudill,1002088,0.5,1.0,-0.1,3.2,0.2,2.0,-0.3,-0.2
Tim Hudson,921,3.8,3.5,5.1,4.7,5.8,4.6,1.8,2.5
Terry Forster,1004236,0.5,2.3,3.1,3.0,0.8,1.3,0.9,1.6
Mark Portugal,1010460,1.3,-0.7,-0.7,1.6,1.7,0.9,0.7,3.4
Dave Roberts,1011031,-0.3,2.6,5.4,1.8,4.2,3.2,1.8,3.2
Mike Scott,1011691,0.3,1.3,0.3,1.7,2.2,1.7,8.6,5.4
Cliff Lee,1636,0.7,1.1,3.8,2.3,0.1,6.8,6.4,7.4
Kerry Wood,304,4.4,1.4,3.9,3.6,4.2,2.9,0.5,2.1
Roy Oswalt,571,4.2,6.2,2.6,6.5,6.1,6.1,4.9,3.7
Pete Smith,1012191,0.2,1.9,2.0,0.8,0.2,1.3,0.0,-0.3
Jorge De La Rosa,2047,0.3,-0.3,0.4,2.4,3.3,1.4,1.5,2.8
Mike Boddicker,1001111,3.8,3.6,3.8,2.9,3.3,4.0,2.9,4.1
Pat Dobson,1003345,-0.5,0.6,1.0,3.2,5.6,4.9,1.8,4.4
Tug McGraw,1008545,0.1,-0.4,1.3,0.7,2.0,1.6,-0.1,-0.2
Nolan Ryan,1011348,0.6,1.7,1.1,0.6,5.4,8.7,6.8,2.4
Rafael Betancourt,177,0.4,1.8,1.5,0.8,3.3,0.2,1.4,1.8
Bob Howry,237,0.6,0.8,1.2,0.3,0.4,0.4,1.4,1.5
Jose Contreras,1660,1.7,1.1,3.3,4.0,2.4,2.0,2.1,0.7
Willie Blair,1001033,0.8,-0.2,0.5,1.0,0.2,1.1,-0.3,3.0
Tom Hume,1006179,0.1,2.2,2.6,1.4,-1.0,0.5,-1.2,-0.5
Rick Helling,58,-0.3,0.4,0.3,3.5,1.3,2.6,2.1,1.5
Brandon League,3731,-0.7,0.6,0.1,0.8,0.4,1.4,0.9,-0.7
Neil Allen,1000154,1.3,0.8,0.7,0.6,0.9,0.3,-0.4,1.8
Mike Caldwell,1001830,2.2,1.8,1.5,0.5,1.4,1.1,6.3,4.4
Lee Guetterman,1005122,0.4,1.4,0.2,1.0,1.2,0.4,-1.2,0.4
Bruce Kison,1006978,1.0,1.0,0.2,0.9,1.7,3.2,2.0,1.5
Sam McDowell,1008476,0.1,0.6,3.7,8.7,4.4,2.8,6.8,9.4
Jack Sanford,1011432,2.8,1.6,3.2,3.8,1.2,0.2,0.2,0.2
Clyde Wright,1014272,0.2,0.6,0.0,0.3,2.0,3.9,1.4,0.8
Scott Bailes,1000430,0.9,0.2,-0.2,1.2,-0.9,0.2,-0.8,0.3
Doug Jones,1006552,2.6,3.7,2.6,1.4,0.8,2.6,0.8,1.6
Jim Merritt,1008789,0.9,2.7,4.6,4.4,2.6,3.9,-0.5,1.5
Pete Mikkelsen,1008852,0.7,0.1,0.3,-0.9,-0.7,0.3,-0.3,0.1
Bret Saberhagen,1011355,1.9,6.2,3.5,5.2,5.5,7.5,2.9,4.4
Zane Smith,1012218,1.9,3.3,3.7,1.6,2.2,4.0,4.6,2.2
James Shields,7059,1.7,4.0,4.1,3.4,2.1,4.9,3.8,4.1
Jordan Lyles,7593,0.4,0.8,0.4,1.4,0.9,0.2,-0.3,0.6
Mike LaCoss,1007240,0.6,2.0,1.3,-0.1,0.2,0.1,1.8,0.0
Frank Linzy,1007643,0.7,0.8,0.1,0.3,0.8,0.3,0.1,-0.3
Steve Renko,1010835,0.1,1.4,1.0,-0.4,2.7,3.7,0.7,3.3
Ron Robinson,1011076,0.4,1.3,1.7,2.5,0.9,0.6,3.1,0.2
Scott Sanderson,1011422,1.3,2.5,2.7,2.2,2.9,0.6,3.6,2.2
Kelvim Escobar,1298,0.8,1.9,2.3,1.9,2.7,0.5,3.4,4.2
Earl Wilson,1014073,0.6,1.9,2.3,1.5,3.5,4.2,1.7,3.6
Blaine Boyer,2237,0.6,0.0,0.3,-0.1,0.3,0.3,0.3,0.4
Jack Morris,1009211,0.5,0.3,3.6,3.7,2.7,2.2,6.2,4.0
Dickie Noles,1009620,1.0,0.4,0.8,2.1,1.7,0.0,1.0,-0.9
Elias Sosa,1012284,0.8,-0.4,-0.1,1.1,0.6,1.3,1.5,1.5
Craig Breslow,4363,0.9,0.4,0.5,0.4,0.6,0.5,-0.9,-0.6
Pete Falcone,1003910,0.9,2.5,-0.4,-0.8,0.8,1.0,1.2,-0.5
Aurelio Lopez,1007753,0.4,2.2,1.5,0.4,-0.5,1.0,0.4,-1.0
Al McBean,1008337,0.4,3.6,1.5,0.7,0.5,0.1,0.7,1.5
Mike Smithson,1012181,0.5,4.0,2.7,3.2,1.9,0.5,-0.6,-0.3
Tomo Ohka,788,1.0,1.2,3.2,3.0,1.1,1.6,0.9,-0.1
Ricky Bones,1001161,0.9,-0.4,0.5,2.3,1.1,-0.4,0.3,0.4
Jay Howell,1006098,1.0,2.9,2.3,0.9,0.0,2.2,1.5,0.8
Lynn McGlothen,1008534,2.5,4.1,2.0,2.7,-0.3,0.6,2.7,1.0
Sid Monge,1009053,0.1,-0.7,0.5,2.1,-0.3,-0.2,-0.2,-0.6
David Palmer,1009970,1.5,1.6,0.9,1.5,2.5,3.0,1.9,1.8
Bob Tewksbury,1012941,2.2,0.4,0.3,2.9,2.6,4.0,4.3,2.0
Bill Travers,1013161,-0.5,0.0,1.3,0.3,0.7,0.3,0.4,0.3
Drew Storen,6983,0.6,0.7,0.7,0.2,1.0,1.2,0.1,-0.1
Jim Colborn,1002409,1.7,1.2,5.1,1.1,1.8,2.3,2.1,-0.8
Ron Kline,1007004,-0.2,2.3,0.5,1.1,0.8,0.5,-0.1,-0.3
Dan Quisenberry,1010622,0.0,1.9,1.1,1.5,2.7,1.5,2.7,1.3
Darren Oliver,206,0.2,0.7,2.3,1.0,1.4,3.3,0.9,1.2
Scott Eyre,1300,-0.1,-1.0,1.1,0.2,-0.2,1.5,0.2,0.2
Santiago Casilla,2873,0.4,0.3,-0.2,0.6,0.3,-0.5,-0.2,0.4
Ray Culp,1002869,2.1,0.4,2.4,-0.5,0.4,3.8,4.1,5.3
Jaret Wright,415,1.3,2.1,1.0,0.6,-0.4,4.5,0.1,2.4
Bronson Arroyo,978,0.5,0.1,3.3,2.4,4.6,3.4,2.2,1.4
Scott Baker,6176,0.9,0.6,2.7,3.3,3.4,2.5,2.5,0.1
Hal Woodeshick,1014215,1.0,0.1,2.9,1.3,0.3,0.5,0.0,-0.6
Darren Holmes,95,0.7,1.0,1.0,1.6,1.1,0.8,0.4,0.4
Pedro Martinez,200,1.7,3.4,3.0,5.1,8.5,5.7,11.6,9.4
Esteban Yan,1236,0.2,-0.1,1.3,1.2,0.0,-0.5,0.8,-0.2
Rudy May,1008310,0.4,1.9,3.0,3.5,2.6,1.5,2.7,4.0
Rheal Cormier,952,1.5,3.0,1.2,0.4,1.7,2.0,0.9,0.8
Justin Masterson,2038,0.2,1.7,2.7,5.1,2.8,3.7,0.5,-0.1
Alan Mills,1008949,-0.5,0.7,-0.6,0.1,-0.3,-0.4,-0.2,-0.6
B.J. Ryan,168,-0.2,0.3,0.1,1.6,3.3,2.6,2.7,0.8
Ron Mahay,290,-0.5,0.9,0.9,-0.3,0.3,0.5,0.4,-0.4
Steve Sparks,499,2.4,-0.9,1.5,0.5,2.1,3.2,1.2,0.0
Jay Witasick,1138,1.1,1.1,1.4,0.7,-0.2,0.1,1.0,-0.3
Bruce Dal Canton,1002936,0.2,0.5,2.1,2.3,0.0,2.5,1.3,-0.4
Bobby Thigpen,1012958,0.7,0.7,0.9,-1.1,1.6,-1.2,0.1,-0.3
John Halama,1080,0.7,2.4,2.3,0.1,1.1,0.1,0.5,0.2
Chris Bosio,1001212,-0.3,3.7,3.0,5.5,1.4,3.3,3.8,2.8
Dick Bosman,1001215,0.3,0.9,0.9,4.2,4.1,1.0,2.6,-0.6
Don Wilson,1014071,3.2,3.8,4.4,2.1,5.0,4.4,2.4,1.1
Boone Logan,5525,0.0,0.2,0.3,0.5,0.4,0.1,0.3,0.8
Tyson Ross,7872,0.0,0.8,0.3,1.9,2.6,4.0,-0.1,1.0
Bill Bonham,1001165,-0.2,0.9,2.8,5.4,3.7,2.3,4.1,2.1
Pat Rapp,1010700,1.2,0.6,2.2,1.1,0.5,1.2,1.6,2.2
Tom Underwood,1013281,3.4,2.2,1.0,2.0,2.7,2.7,1.3,1.3
Nate Robertson,1620,0.3,2.0,1.4,2.2,1.8,1.1,0.5,0.5
Travis Wood,9884,2.1,1.1,0.4,3.0,1.4,1.2,0.0,-0.6
Aroldis Chapman,10233,0.5,3.1,1.8,2.8,2.5,2.7,1.5,1.9
Moose Haas,1005172,1.8,0.3,1.3,4.0,1.9,3.6,2.9,3.1
Justin Speier,451,0.6,0.2,0.4,0.5,0.4,0.4,1.0,0.5
Joe Beimel,979,0.4,0.0,-0.4,0.2,1.0,0.5,0.3,0.0
Dave Veres,1188,0.4,1.8,0.2,0.3,1.5,0.2,1.5,-0.2
David Price,3184,1.1,4.3,4.8,4.3,3.9,5.6,6.7,4.4
Carlos Carrasco,6632,0.5,1.5,0.2,3.2,4.8,2.5,5.4,5.2
Luke Hochevar,6943,1.3,0.9,1.7,2.2,1.4,1.1,0.1,0.2
Joe Coleman,1002428,1.7,2.5,2.8,2.0,7.1,3.9,4.4,1.5
John Denny,1003210,2.1,1.4,1.4,2.7,-0.2,1.9,2.2,2.2
Phil Niekro,1009583,0.4,-0.4,3.6,3.6,6.3,1.8,4.3,6.0
Scott Radinsky,1010641,0.4,1.2,0.5,0.9,-0.6,1.1,0.6,0.6
Buddy Groom,143,0.0,0.1,0.2,-0.3,0.6,0.1,0.6,1.1
Felix Rodriguez,1127,0.1,-0.2,0.5,1.7,2.1,0.5,0.2,0.2
Ted Power,1010504,-0.4,0.0,1.4,0.4,1.1,2.0,0.8,1.1
Randy Johnson,60,1.6,2.0,2.6,3.4,7.0,5.2,9.5,1.6
Robb Nen,1123,-0.3,1.0,1.0,2.8,0.6,3.6,1.3,2.5
Rich Rodriguez,1276,0.3,-0.7,1.0,-0.5,0.1,-0.1,0.4,-0.1
Edward Mujica,3970,0.1,0.5,0.0,0.8,0.4,0.1,0.2,-0.5
Brian Bohanon,1001126,-0.4,0.9,-0.2,0.1,0.3,1.2,1.1,1.7
Sid Fernandez,1004001,0.9,3.1,4.0,1.9,3.3,3.2,3.2,0.8
Omar Olivares,1009771,0.6,1.5,1.5,-0.1,-0.5,0.0,2.0,1.9
Camilo Pascual,1010039,4.3,5.3,6.8,5.4,4.1,2.1,1.5,2.0
Tyler Clippard,5640,0.1,1.2,1.5,1.2,0.4,1.5,0.2,0.6
Len Barker,1000546,1.2,-0.5,2.4,5.2,4.6,5.8,3.0,2.3
Steve Bedrosian,1000766,2.6,1.4,1.8,1.7,0.3,0.8,0.6,-1.1
Lee Stange,1012400,0.5,1.9,1.6,1.8,2.0,3.5,0.4,0.9
Aaron Sele,34,2.6,2.4,0.4,3.3,0.8,4.7,4.9,4.3
Todd Van Poppel,1284,-0.2,-0.4,1.8,-1.1,0.3,0.5,0.7,0.1
Brandon Morrow,9346,0.3,0.5,0.3,3.2,2.9,2.5,-0.2,0.4
Bob Locker,1007688,0.7,1.6,1.4,1.0,0.6,1.1,0.9,1.2
Kevin Tapani,1012824,0.6,3.5,4.6,4.5,4.3,3.4,2.2,2.7
Frank Castillo,180,2.5,2.4,0.9,2.7,1.9,1.9,1.0,2.0
Chris Carpenter,1292,1.1,2.8,2.9,0.7,2.3,0.5,3.1,6.3
Ervin Santana,3200,1.6,3.0,0.8,5.3,0.8,2.1,2.5,-0.8
Shane Reynolds,574,2.7,4.9,5.5,3.0,4.5,6.0,1.5,2.6
Omar Daal,646,-0.7,0.6,0.2,3.5,3.7,0.7,1.5,1.5
Clay Buchholz,3543,0.4,0.7,3.1,0.7,0.8,2.7,1.3,3.3
Donnie Moore,1009102,0.9,0.7,0.1,0.8,1.3,2.4,0.5,0.2
Ron Reed,1010773,2.6,3.9,1.5,2.9,3.1,2.5,3.3,6.9
Jeff Russell,1011314,0.7,1.7,0.3,0.0,0.3,2.0,2.1,-0.2
Albie Lopez,102,-0.2,0.1,0.0,0.8,0.2,1.9,2.3,0.9
Roberto Hernandez,605,1.7,1.9,0.8,1.0,3.2,1.2,0.4,2.2
Kip Wells,1012,0.9,0.7,1.4,2.3,2.1,1.9,0.4,0.4
Jim O'Toole,1009897,3.5,5.6,4.6,4.8,5.9,0.9,1.8,0.6
Milt Wilcox,1013939,0.2,0.2,0.8,-0.5,-0.1,1.5,3.0,2.8
