Name,playerid,WAR1,WAR2,WAR3,WAR4,WAR5,WAR6,WAR7,WAR8,WAR9,WAR10
Tim Hudson,921,3.8,3.5,5.1,4.7,5.8,4.6,1.8,2.5,4.9,1.9
Terry Forster,1004236,0.5,2.3,3.1,3.0,0.8,1.3,0.9,1.6,0.1,0.7
Mark Portugal,1010460,1.3,-0.7,-0.7,1.6,1.7,0.9,0.7,3.4,1.2,2.2
Dave Roberts,1011031,-0.3,2.6,5.4,1.8,4.2,3.2,1.8,3.2,1.7,0.1
Mike Scott,1011691,0.3,1.3,0.3,1.7,2.2,1.7,8.6,5.4,3.5,2.6
Cliff Lee,1636,0.7,1.1,3.8,2.3,0.1,6.8,6.4,7.4,7.1,4.9
Kerry Wood,304,4.4,1.4,3.9,3.6,4.2,2.9,0.5,2.1,0.4,0.2
Roy Oswalt,571,4.2,6.2,2.6,6.5,6.1,6.1,4.9,3.7,3.5,4.4
Pete Smith,1012191,0.2,1.9,2.0,0.8,0.2,1.3,0.0,-0.3,-0.1,0.5
Jorge De La Rosa,2047,0.3,-0.3,0.4,2.4,3.3,1.4,1.5,2.8,1.8,1.8
Mike Boddicker,1001111,3.8,3.6,3.8,2.9,3.3,4.0,2.9,4.1,1.7,0.4
Pat Dobson,1003345,-0.5,0.6,1.0,3.2,5.6,4.9,1.8,4.4,2.2,3.6
Tug McGraw,1008545,0.1,-0.4,1.3,0.7,2.0,1.6,-0.1,-0.2,0.7,1.3
Nolan Ryan,1011348,0.6,1.7,1.1,0.6,5.4,8.7,6.8,2.4,5.3,6.6
Rafael Betancourt,177,0.4,1.8,1.5,0.8,3.3,0.2,1.4,1.8,1.7,1.4
Bob Howry,237,0.6,0.8,1.2,0.3,0.4,0.4,1.4,1.5,1.7,0.2
Willie Blair,1001033,0.8,-0.2,0.5,1.0,0.2,1.1,-0.3,3.0,-0.1,0.1
Tom Hume,1006179,0.1,2.2,2.6,1.4,-1.0,0.5,-1.2,-0.5,0.0,0.6
Rick Helling,58,-0.3,0.4,0.3,3.5,1.3,2.6,2.1,1.5,0.4,1.4
Neil Allen,1000154,1.3,0.8,0.7,0.6,0.9,0.3,-0.4,1.8,0.4,-0.1
Mike Caldwell,1001830,2.2,1.8,1.5,0.5,1.4,1.1,6.3,4.4,1.1,0.2
Bruce Kison,1006978,1.0,1.0,0.2,0.9,1.7,3.2,2.0,1.5,3.0,0.6
Sam McDowell,1008476,0.1,0.6,3.7,8.7,4.4,2.8,6.8,9.4,7.6,1.4
Clyde Wright,1014272,0.2,0.6,0.0,0.3,2.0,3.9,1.4,0.8,1.9,0.3
Doug Jones,1006552,2.6,3.7,2.6,1.4,0.8,2.6,0.8,1.6,0.5,1.0
Bret Saberhagen,1011355,1.9,6.2,3.5,5.2,5.5,7.5,2.9,4.4,2.0,3.3
Zane Smith,1012218,1.9,3.3,3.7,1.6,2.2,4.0,4.6,2.2,1.2,1.5
James Shields,7059,1.7,4.0,4.1,3.4,2.1,4.9,3.8,4.1,3.4,0.8
Mike LaCoss,1007240,0.6,2.0,1.3,-0.1,0.2,0.1,1.8,0.0,1.9,1.4
Steve Renko,1010835,0.1,1.4,1.0,-0.4,2.7,3.7,0.7,3.3,1.2,2.0
Scott Sanderson,1011422,1.3,2.5,2.7,2.2,2.9,0.6,3.6,2.2,2.7,1.1
Kelvim Escobar,1298,0.8,1.9,2.3,1.9,2.7,0.5,3.4,4.2,1.5,4.0
Earl Wilson,1014073,0.6,1.9,2.3,1.5,3.5,4.2,1.7,3.6,3.3,1.7
Jack Morris,1009211,0.5,0.3,3.6,3.7,2.7,2.2,6.2,4.0,4.7,4.0
Elias Sosa,1012284,0.8,-0.4,-0.1,1.1,0.6,1.3,1.5,1.5,0.1,-0.6
Pete Falcone,1003910,0.9,2.5,-0.4,-0.8,0.8,1.0,1.2,-0.5,-0.3,-0.3
Aurelio Lopez,1007753,0.4,2.2,1.5,0.4,-0.5,1.0,0.4,-1.0,0.1,-0.4
Ricky Bones,1001161,0.9,-0.4,0.5,2.3,1.1,-0.4,0.3,0.4,-0.1,0.9
Jay Howell,1006098,1.0,2.9,2.3,0.9,0.0,2.2,1.5,0.8,1.1,0.5
Bob Tewksbury,1012941,2.2,0.4,0.3,2.9,2.6,4.0,4.3,2.0,3.2,3.8
Ron Kline,1007004,-0.2,2.3,0.5,1.1,0.8,0.5,-0.1,-0.3,0.3,-0.6
Dan Quisenberry,1010622,0.0,1.9,1.1,1.5,2.7,1.5,2.7,1.3,0.6,0.4
Darren Oliver,206,0.2,0.7,2.3,1.0,1.4,3.3,0.9,1.2,0.1,2.2
Santiago Casilla,2873,0.4,0.3,-0.2,0.6,0.3,-0.5,-0.2,0.4,0.2,0.1
Ray Culp,1002869,2.1,0.4,2.4,-0.5,0.4,3.8,4.1,5.3,4.6,0.5
Bronson Arroyo,978,0.5,0.1,3.3,2.4,4.6,3.4,2.2,1.4,1.2,-1.6
Darren Holmes,95,0.7,1.0,1.0,1.6,1.1,0.8,0.4,0.4,1.0,0.6
Pedro Martinez,200,1.7,3.4,3.0,5.1,8.5,5.7,11.6,9.4,5.5,7.4
Rudy May,1008310,0.4,1.9,3.0,3.5,2.6,1.5,2.7,4.0,2.2,2.2
Rheal Cormier,952,1.5,3.0,1.2,0.4,1.7,2.0,0.9,0.8,0.3,-0.2
Chris Bosio,1001212,-0.3,3.7,3.0,5.5,1.4,3.3,3.8,2.8,1.7,2.0
Dick Bosman,1001215,0.3,0.9,0.9,4.2,4.1,1.0,2.6,-0.6,1.4,1.6
Tom Underwood,1013281,3.4,2.2,1.0,2.0,2.7,2.7,1.3,1.3,0.9,-0.1
Moose Haas,1005172,1.8,0.3,1.3,4.0,1.9,3.6,2.9,3.1,2.1,1.6
Justin Speier,451,0.6,0.2,0.4,0.5,0.4,0.4,1.0,0.5,-0.9,-0.1
Joe Beimel,979,0.4,0.0,-0.4,0.2,1.0,0.5,0.3,0.0,-0.2,-0.8
Dave Veres,1188,0.4,1.8,0.2,0.3,1.5,0.2,1.5,-0.2,-0.3,0.4
David Price,3184,1.1,4.3,4.8,4.3,3.9,5.6,6.7,4.4,1.4,2.4
Joe Coleman,1002428,1.7,2.5,2.8,2.0,7.1,3.9,4.4,1.5,1.2,1.4
John Denny,1003210,2.1,1.4,1.4,2.7,-0.2,1.9,2.2,2.2,5.8,2.7
Phil Niekro,1009583,0.4,-0.4,3.6,3.6,6.3,1.8,4.3,6.0,3.2,7.2
Buddy Groom,143,0.0,0.1,0.2,-0.3,0.6,0.1,0.6,1.1,1.1,1.9
Ted Power,1010504,-0.4,0.0,1.4,0.4,1.1,2.0,0.8,1.1,0.3,0.4
Randy Johnson,60,1.6,2.0,2.6,3.4,7.0,5.2,9.5,1.6,7.0,7.6
Robb Nen,1123,-0.3,1.0,1.0,2.8,0.6,3.6,1.3,2.5,2.4,3.1
Rich Rodriguez,1276,0.3,-0.7,1.0,-0.5,0.1,-0.1,0.4,-0.1,-0.3,0.5
Brian Bohanon,1001126,-0.4,0.9,-0.2,0.1,0.3,1.2,1.1,1.7,1.8,2.1
Sid Fernandez,1004001,0.9,3.1,4.0,1.9,3.3,3.2,3.2,0.8,4.9,0.9
Omar Olivares,1009771,0.6,1.5,1.5,-0.1,-0.5,0.0,2.0,1.9,1.6,2.7
Camilo Pascual,1010039,4.3,5.3,6.8,5.4,4.1,2.1,1.5,2.0,2.7,-1.3
Tyler Clippard,5640,0.1,1.2,1.5,1.2,0.4,1.5,0.2,0.6,0.2,0.5
Len Barker,1000546,1.2,-0.5,2.4,5.2,4.6,5.8,3.0,2.3,0.2,0.3
Steve Bedrosian,1000766,2.6,1.4,1.8,1.7,0.3,0.8,0.6,-1.1,-0.6,-0.8
Aaron Sele,34,2.6,2.4,0.4,3.3,0.8,4.7,4.9,4.3,2.7,1.3
Todd Van Poppel,1284,-0.2,-0.4,1.8,-1.1,0.3,0.5,0.7,0.1,0.3,0.4
Brandon Morrow,9346,0.3,0.5,0.3,3.2,2.9,2.5,-0.2,0.4,0.4,1.6
Bob Locker,1007688,0.7,1.6,1.4,1.0,0.6,1.1,0.9,1.2,1.2,-0.2
Kevin Tapani,1012824,0.6,3.5,4.6,4.5,4.3,3.4,2.2,2.7,1.6,2.1
Frank Castillo,180,2.5,2.4,0.9,2.7,1.9,1.9,1.0,2.0,2.2,1.8
Chris Carpenter,1292,1.1,2.8,2.9,0.7,2.3,0.5,3.1,6.3,5.0,5.1
Ervin Santana,3200,1.6,3.0,0.8,5.3,0.8,2.1,2.5,-0.8,2.6,3.2
Shane Reynolds,574,2.7,4.9,5.5,3.0,4.5,6.0,1.5,2.6,0.3,1.4
Clay Buchholz,3543,0.4,0.7,3.1,0.7,0.8,2.7,1.3,3.3,0.4,1.7
Ron Reed,1010773,2.6,3.9,1.5,2.9,3.1,2.5,3.3,6.9,2.2,1.7
Jeff Russell,1011314,0.7,1.7,0.3,0.0,0.3,2.0,2.1,-0.2,1.2,1.8
Roberto Hernandez,605,1.7,1.9,0.8,1.0,3.2,1.2,0.4,2.2,1.0,0.5
Kip Wells,1012,0.9,0.7,1.4,2.3,2.1,1.9,0.4,0.4,0.9,-0.2
Milt Wilcox,1013939,0.2,0.2,0.8,-0.5,-0.1,1.5,3.0,2.8,2.0,2.8
